development_id,address,city,cbsa_name,cbsa_code,county_name,county_code,state_name,zipcode,latitude,longitude
AK001000213,720 ZIMOVIA,WRANGELL,NA,99999,Wrangell Petersburg,280,AK,99929,56.2676,-132.0309
AK001000213,720 ZIMOVIA,WRANGELL,NA,99999,Wrangell,275,AK,99929,56.2676,-132.0309
AK001000213,720 ZIMOVIA,Wrangell,NA,99999,Wrangell,275,AK,99929,56.27,-132.0311
AK001006,104 Heintzleman Dr,Anchorage,"Anchorage, AK Metropolitan Statistical Area",99999,Anchorage,261,AK,99574,60.541132,-145.74205
AK001000216,700 CHASE AVE,CORDOVA,"Anchorage, AK Metropolitan Statistical Area",99999,Valdez Cordova,261,AK,99574,60.541132,-145.74205
AK001000216,104 Heintzleman Dr,CORDOVA,"Anchorage, AK Metropolitan Statistical Area",99999,Valdez-Cordova,261,AK,99574,60.541132,-145.74909
AK001000216,700 CHASE AVE,CORDOVA,"Anchorage, AK Metropolitan Statistical Area",99999,Valdez-Cordova,261,AK,99574,60.541132,-145.74909
AK001000216,700 CHASE AVE,Cordova,"Anchorage, AK Metropolitan Statistical Area",99999,Valdez-Cordova,261,AK,99574,60.543132,-145.74205
AK001000244,1201 S Century Cir,Wasilla,"Anchorage, AK Metropolitan Statistical Area",11260,Matanuska Susitna,170,AK,99654,61.569368,-149.448607
AK001000244,1201 S Century Cir,Wasilla,"Anchorage, AK Metropolitan Statistical Area",11260,Matanuska-Susitna,170,AK,99654,61.570194,-149.448884
AK001000244,1201 S Century Cir,Wasilla,"Anchorage, AK Metropolitan Statistical Area",11260,Matanuska-Susitna,170,AK,99654,61.569368,-149.448607
AK001008,3409 Foster Ave,Juneau,"Juneau, AK Micropolitan Statistical Area",11260,Juneau,20,AK,99501,61.203567,-149.85923
AK001000247,1281 E 19th Ave,Anchorage,"Anchorage, AK Metropolitan Statistical Area",11260,Anchorage,20,AK,99501,61.203567,-149.85923
AK001009,316 Schoenbar Rd,Ketchikan,"Ketchikan, AK Micropolitan Statistical Area",99999,Ketchikan Gateway,50,AK,99559,60.8075,-161.8154
AK001000257,1011 RIDGECREST,BETHEL,"Ketchikan, AK Micropolitan Statistical Area",99999,Bethel,50,AK,99559,60.8075,-161.8154
AK001000257,1011 RIDGECREST,BETHEL,"Ketchikan, AK Micropolitan Statistical Area",99999,Bethel,50,AK,99559,60.8081,-161.816
AK001000257,1011 RIDGECREST,Bethel,"Ketchikan, AK Micropolitan Statistical Area",99999,Bethel,50,AK,99559,60.8075,-161.8154
AK001010,1124 Hillside Dr,Kodiak,"Kodiak, AK Micropolitan Statistical Area",99999,Kodiak Island,180,AK,99762,64.496508,-165.392124
AK001000260,405 EAST FOURTH AVE,NOME,"Kodiak, AK Micropolitan Statistical Area",99999,Nome,180,AK,99762,64.496508,-165.392124
AK001000260,405 EAST FOURTH AVE,Nome,"Kodiak, AK Micropolitan Statistical Area",99999,Nome,180,AK,99762,64.6685,-165.4664
AK001000260,605 E. 3RD AVE,Nome,"Kodiak, AK Micropolitan Statistical Area",99999,Nome,180,AK,99762,64.496508,-165.392124
AK001011,320 N Lane St,Anchorage,"Anchorage, AK Metropolitan Statistical Area",28980,Anchorage,150,AK,99686,61.132219,-146.35038
AK001000265,914 Pillar Mountain Dr,Kodiak,"Kodiak, AK Micropolitan Statistical Area",28980,Kodiak Island,150,AK,99686,61.132219,-146.35038
AK001000263,104 BREMNER ST,VALDEZ,"Anchorage, AK Metropolitan Statistical Area",99999,Valdez-Cordova,261,AK,99686,61.13255,-146.35038
AK001000263,110 BREMNER ST,VALDEZ,"Anchorage, AK Metropolitan Statistical Area",99999,Valdez-Cordova,261,AK,99686,61.132219,-146.35038
AK001000271,801 Karluk St Ste 1,Anchorage,"Anchorage, AK Metropolitan Statistical Area",11260,Anchorage,20,AK,99615,57.798827,-152.400082
AK001000265,914 Pillar Mountain Dr,Kodiak,"Anchorage, AK Metropolitan Statistical Area",99999,Kodiak Island,150,AK,99615,57.798937,-152.400082
AK001000265,914 Pillar Mountain Dr,Kodiak,"Anchorage, AK Metropolitan Statistical Area",99999,Kodiak Island,150,AK,99615,57.798827,-152.400354
AK001013,720 ZIMOVIA,WRANGELL,"Anchorage, AK Metropolitan Statistical Area",11260,Wrangell Petersburg,20,AK,99501,61.213862,-149.862475
AK001000274,320 N Lane St,Anchorage,"Anchorage, AK Metropolitan Statistical Area",11260,Anchorage,20,AK,99501,61.213862,-149.862475
AK001000271,801 Karluk St,Anchorage,"Anchorage, AK Metropolitan Statistical Area",11260,Anchorage,20,AK,99501,61.213862,-149.862475
AK001016,700 CHASE AVE,CORDOVA,"Anchorage, AK Metropolitan Statistical Area",11260,Valdez Cordova,20,AK,99508,61.226391,-149.797504
AK001000275,401 7th Ave,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",21820,Fairbanks North Star,90,AK,99508,61.226391,-149.797504
AK001000274,320 N Lane St,Anchorage,"Anchorage, AK Metropolitan Statistical Area",11260,Anchorage,20,AK,99508,61.226391,-149.797504
AK001030,1271 9th Ave,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",21820,Fairbanks North Star,90,AK,99701,64.840859,-147.71462
AK001000277,895 W 12th St,Juneau,"Juneau, AK Micropolitan Statistical Area",27940,Juneau,110,AK,99701,64.840859,-147.71462
AK001000275,401 7th Ave,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",21820,Fairbanks North Star,90,AK,99701,64.840859,-147.71462
AK001032,1617 Douglas Hwy,Douglas,"Juneau, AK Micropolitan Statistical Area",27940,Juneau,110,AK,99801,58.302311,-134.42499
AK001000279,130 Bryant St Apt 9,Ketchikan,"Ketchikan, AK Micropolitan Statistical Area",28540,Ketchikan Gateway,130,AK,99801,58.302311,-134.42499
AK001000277,895 W 12th St,Juneau,"Juneau, AK Micropolitan Statistical Area",27940,Juneau,110,AK,99801,58.302311,-134.42499
AK001033,130 Bryant St,Ketchikan,"Ketchikan, AK Micropolitan Statistical Area",28540,Ketchikan Gateway,130,AK,99901,55.355571,-131.691608
AK001000279,130 Bryant St,Ketchikan,"Ketchikan, AK Micropolitan Statistical Area",28540,Ketchikan Gateway,130,AK,99901,55.355571,-131.691608
AK001040,895 W 12th St,Juneau,"Juneau, AK Micropolitan Statistical Area",13820,Juneau,73,AK,99835,57.05343,-135.33505
AL001000001,243 4th Ct W,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,99835,57.05343,-135.33505
AK001000280,404 Lake St,Sitka,"Birmingham-Hoover, AL Metropolitan Statistical Area",99999,Sitka,220,AK,99835,57.05343,-135.33505
AK001041,801 Karluk St,Anchorage,"Anchorage, AK Metropolitan Statistical Area",13820,Anchorage,73,AK,35204,33.509588,-86.84017
AL001000004,901 24th St S,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35204,33.509588,-86.84017
AL001000001,243 4th Ct W,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35204,33.509588,-86.84017
AL001000001,243 4th Ct W,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35204,33.509588,-86.84017
AK001042,4012 E 9th Ave,Anchorage,"Anchorage, AK Metropolitan Statistical Area",13820,Anchorage,73,AK,35205,33.505489,-86.791966
AL001000006,7528 Georgia Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35205,33.505489,-86.791966
AL001000004,901 24th St S,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35205,33.505489,-86.791966
AL001000004,901 24th St S,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35205,33.505489,-86.791966
AK001043,895 W 12th St,Juneau,"Juneau, AK Micropolitan Statistical Area",13820,Juneau,73,AK,35212,33.540829,-86.72474
AL001000007,100 Bolin St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35212,33.540829,-86.72474
AL001000006,7528 Georgia Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35212,33.540829,-86.72474
AL001000006,7528 Georgia Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35212,33.540829,-86.72474
AK001044,1201 S Century Cir,Wasilla,"Anchorage, AK Metropolitan Statistical Area",13820,Matanuska Susitna,73,AK,35211,33.495968,-86.838848
AL001000009,14 8th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.495968,-86.838848
AL001000007,100 Bolin St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.495968,-86.838848
AL001000007,100 Bolin St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35211,33.495968,-86.838848
AK001045,404 Lake St,Sitka,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Sitka,73,AK,35204,33.514164,-86.835514
AL001000010,564 41st Pl N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35204,33.514164,-86.835514
AL001000009,14 8th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35204,33.514164,-86.835514
AL001000009,14 8th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35204,33.514164,-86.835514
AK001046,401 7th Ave,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",13820,Fairbanks North Star,73,AK,35222,33.556667,-86.77524
AL001000011,4616A Roscoe Ave,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35222,33.556667,-86.77524
AL001000010,564 41st Pl N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35222,33.556667,-86.77524
AL001000010,564 41st Pl N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35222,33.556667,-86.77524
AK001047,1281 E 19th Ave,Anchorage,"Anchorage, AK Metropolitan Statistical Area",13820,Anchorage,73,AK,35212,33.540503,-86.767263
AL001000013,3088 32nd Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35212,33.540503,-86.767263
AL001000011,4616A Roscoe Ave,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35212,33.540503,-86.767263
AL001000011,4616A Roscoe Ave,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35212,33.540503,-86.767263
AK001048,1201 S Century Cir,Wasilla,"Anchorage, AK Metropolitan Statistical Area",13820,Matanuska Susitna,73,AK,35207,33.554671,-86.803
AL001000014,508 Brussels Cir,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35207,33.554671,-86.803
AL001000013,3088 32nd Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35207,33.554671,-86.803
AL001000013,3088 32nd Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35207,33.554671,-86.803
AK001050,1008 E 8th Ave,Anchorage,"Anchorage, AK Metropolitan Statistical Area",13820,Anchorage,73,AK,35212,33.540363,-86.733998
AL001000016,4151 30th St N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35212,33.540363,-86.733998
AL001000014,508 Brussels Cir,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35212,33.540363,-86.733998
AL001000014,508 Brussels Cir,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35212,33.540363,-86.733998
AK001051,505 Stewart St,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",13820,Fairbanks North Star,73,AK,35207,33.563868,-86.785314
AL001000017,1564 Arthur Shores Dr SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35207,33.563868,-86.785314
AL001000016,3018 41st Ct N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35207,33.563884,-86.785341
AL001000016,3018 41st Ct N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35207,33.563884,-86.785341
AL001000016,3018 41st Ct N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35207,33.563868,-86.785314
AK001055,1516 Gillam Way,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",13820,Fairbanks North Star,73,AK,35211,33.471353,-86.853645
AL001000018,2800A John Bryan Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.471353,-86.853645
AL001000017,1564A Arthur Shores Dr SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.471596,-86.854406
AL001000017,1564A Arthur Shores Dr SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35211,33.471596,-86.854406
AL001000017,1564A Arthur Shores Dr SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.471353,-86.853645
AK001056,2230 E 66th Ave,Anchorage,"Anchorage, AK Metropolitan Statistical Area",13820,Anchorage,73,AK,35211,33.453627,-86.880951
AL001000021,1617 5th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.453627,-86.880951
AL001000018,2800A John Bryan Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.453627,-86.880951
AL001000018,2800A John Bryan Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35211,33.453627,-86.880951
AK001057,1011 RIDGECREST,BETHEL,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Bethel,73,AK,35221,33.441656,-86.813445
AL001000023,3531 45th St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35221,33.441656,-86.813445
AL001000021,1617 5th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35221,33.515393,-86.813445
AL001000023,3531 45th St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35221,33.441656,-86.900412
AK001059,2800 Postal Way,Juneau,"Juneau, AK Micropolitan Statistical Area",13820,Juneau,73,AK,35203,33.441656,-86.804894
AL001000031,2300 6th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.441656,-86.804894
AL001000023,3531 45th St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.441656,-86.900412
AL001000023,3531 45th St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35203,33.441656,-86.900412
AL001000031,2300 6th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35203,33.521366,-86.804894
AL001000031,2300 6th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.521366,-86.804894
AK001060,407 East F Street,Nome,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Nome,73,AK,35203,33.521366,-86.803474
AL001000032,"25th Street North, Apt.",Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.521366,-86.803474
AL001000032,"25th Street North, Apt.",Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35203,33.521895,-86.803474
AK001061,3410 Foster Ave,Juneau,"Juneau, AK Micropolitan Statistical Area",13820,Juneau,73,AK,35203,33.520871,-86.803474
AL001000033,2200 Park Pl,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.520871,-86.803474
AL001000032,2200 Park Pl,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.521895,-86.803474
AL001000033,2200 Park Pl Apt 311,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35203,33.520871,-86.803474
AK001062,1403 22nd Ave,Fairbanks,"Fairbanks, AK Metropolitan Statistical Area",13820,Fairbanks North Star,73,AK,35218,33.509322,-86.807602
AL001000034,Avenue Q Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.509322,-86.807602
AL001000033,2200 Park Pl Apt 311,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.520871,-86.807602
AL001000033,2200 Park Pl Apt 311,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35218,33.520871,-86.807602
AL001000034,1503 20th Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35218,33.509322,-86.890285
AK001063,110 BREMNER ST,VALDEZ,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Valdez Cordova,73,AK,35218,33.507193,-86.881656
AL001000037,Sydney Drive,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.507193,-86.881656
AL001000034,1503 20th Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.509322,-86.890285
AL001000035,1418 22nd Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.507193,-86.881656
AK001064,431 Andrews St,Sitka,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Sitka,73,AK,35211,33.482,-86.8513
AL002000001,1010 Baltimore St Apt 65,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35211,33.482,-86.8513
AL001000035,1418 22nd Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.507193,-86.881656
AL001000035,1418 22nd Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35211,33.507193,-86.881656
AL001000037,Sydney Drive,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.482,-86.8513
AK001065,914 Pillar Mountain Dr,Kodiak,"Kodiak, AK Micropolitan Statistical Area",13820,Kodiak Island,73,AK,35211,33.469653,-86.851357
AL002000002,200 2nd Ct,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35211,33.469653,-86.851357
AL001000037,1801 14th Way SW,BIRMINGHAM,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.4817,-86.8515
AL001000037,Sydney Drive,BIRMINGHAM,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AK,35211,33.4817,-86.8515
AL001000040,1801 14th Way SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.469653,-86.851357
AL002000003,1557A Pecan St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35211,33.469653,-86.851357
AL001000042,1801 15th St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.470407,-86.852919
AL001000004,2411 9th Ave S,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35211,33.468794,-86.851364
AL002000005,1454 Eagle Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35211,33.468794,-86.851364
AL001000006,7542 Georgia Rd,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.468794,-86.851364
AL002000006,235 N Fairport Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35218,33.468794,-86.851364
AL001000043,1909 14th Way SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.468794,-86.851364
AL001000044,1512 21st Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.507774,-86.890171
AL002000008,1912A E Franklin Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35218,33.507381,-86.888571
AL001000044,1512 21st Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.507763,-86.889843
AL001000045,1613 21st Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.507381,-86.888571
AL002000010,1254A Fearn Ct,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,35218,33.5062,-86.889285
AL001000045,1613 21st Street Ensley,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.507416,-86.889285
AL001000046,2044 AVENUE O ENSLEY,BIRMINGHAM,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,35218,33.5062,-86.889285
AL001000010,4101 6th Ct N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,36605,30.665991000000002,-86.9023
AL002000011,1503 Raven Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.665991000000002,-86.9023
AL001000046,2044 AVENUE O ENSLEY,BIRMINGHAM,"Birmingham-Hoover, AL Metropolitan Statistical Area",13820,Jefferson,73,AL,36605,33.5062,-86.9023
AL002000001,1010 Baltimore St Apt 65,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.665991000000002,-88.060222
AL002000001,1010 Baltimore St Apt 65,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.665991000000002,-86.9023
AL001000011,4616 Roscoe Ave Apt D,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",33660,Jefferson,97,AL,36603,30.665991000000002,-88.048547
AL002000012,304 Bay Shore Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.665991000000002,-88.048547
AL002000001,1010 Baltimore St Apt 65,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.665991000000002,-88.060222
AL002000002,560 N Joachim St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.701471,-88.048547
AL001000013,3066 32nd Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",33660,Jefferson,97,AL,36605,30.653205,-88.048547
AL002000013,701A Charleston St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.653205,-88.048547
AL002000002,560 N Joachim St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.701471,-88.048547
AL002000005,1804A W Cardinal Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.653205,-88.082377
AL002000014,1804A W Cardinal Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36610,30.702573,-88.072361
AL002000003,357A Simington Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36610,30.702573,-88.076554
AL002000006,235 N Fairport Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36610,30.755745,-88.077901
AL002000006,235 N Fairport Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36610,30.702573,-88.072361
AL001000016,4157 30th St N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",33660,Jefferson,97,AL,36605,30.653205,-88.069196
AL002000015,302 Bay Shore Ave Apt 5,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.653205,-88.069196
AL002000010,1254A Fearn Ct,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.654846,-88.069196
AL001000018,2800 John Bryan Rd Apt E,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",33660,Jefferson,97,AL,36607,30.699054,-88.077901
AL002000016,1600 Michigan Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36607,30.699054,-88.077901
AL002000006,235 N Fairport Dr,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36607,30.755745,-88.077901
AL002000012,304 Bay Shore Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36607,30.699054,-88.105987
AL001000021,1617 5th Ave N,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",11500,Jefferson,15,AL,36603,30.654846,-88.050104
AL002000019,350 Bloodgood St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.654846,-88.050104
AL002000010,1254A Fearn Ct,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.654846,-88.069196
AL002000013,701A Charleston St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.682095,-88.050104
AL001000023,3533 45th St SW,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",11500,Jefferson,15,AL,36605,30.655232,-88.073772
AL002000022,300 Bay Shore Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.655232,-88.073772
AL002000012,304 Bay Shore Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.699054,-88.105987
AL002000016,1600 Michigan Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36605,30.655232,-88.073772
AL004000001,500 Glenaddie Ave Apt A01,Anniston,"Anniston-Oxford, AL Metropolitan Statistical Area",11500,Calhoun,15,AL,36603,30.682072,-88.049953
AL002000013,701A Charleston St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.682072,-88.049953
AL002000019,350 Bloodgood St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.682072,-88.049953
AL001000032,"25th Street North, Apt.",Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",11500,Jefferson,15,AL,36603,30.655232,-88.057589
AL004000002,411 W 29th St Apt 1A,Anniston,"Anniston-Oxford, AL Metropolitan Statistical Area",11500,Calhoun,15,AL,36603,30.655232,-88.057589
AL002000016,1600 Michigan Ave,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.655232,-88.073772
AL002000020,489 Davidson St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.698172,-88.057589
AL002000020,489 Davidson St,Mobile,"Mobile, AL Metropolitan Statistical Area",33660,Mobile,97,AL,36603,30.655232,-88.057589
AL001001,237 4th Ct W,Birmingham,"Birmingham-Hoover, AL Metropolitan Statistical Area",11500,Jefferson,15,AL,36603,30.699527,-88.048842
